type,loc,season,tempo,game_id,date,min,pos,win,loss,team1_conf,team1_adj_o,team1_adj_d,team1_ppp,team1_efg,team1_to_per,team1_or_per,team1_ftr,team1_game_score,team1_coach,team1_avg_margin,team1_opp_avg_margin,team1,team1_fgm,team1_fga,team1_tpm,team1_tpa,team1_ftm,team1_fta,team1_oreb,team1_dreb,team1_reb,team1_ast,team1_stl,team1_blk,team1_to,team1_pf,team1_pts,team2_ppp,team2_efg,team2_to_per,team2_or_per,team2_ftr,team2_conf,team2_coach,team2,team2_fgm,team2_fga,team2_tpm,team2_tpa,team2_ftm,team2_fta,team2_oreb,team2_dreb,team2_reb,team2_ast,team2_stl,team2_blk,team2_to,team2_pf,team2_pts,team2_adj_o,team2_adj_d,team2_game_score,team2_avg_margin,team2_opp_avg_margin
nc,A,2021,69.1,CaliforniaOregon St.11-25,2020-11-25,200,69.05000000000001,Oregon St.,California,P12,96.2,94.5,91.2,44.8,17.4,18.9,24.1,54.9,Mark Fox,-6.29552,0.856843,California,23,58,6,25,11,14,7,25,32,9,8,3,12,20,63,102.8,49.1,18.8,34.2,37.9,P12,Wayne Tinkle,Oregon St.,26,58,5,11,14,22,13,30,43,14,5,3,13,14,71,105.4,89.4,86.9,6.29552,0.574748
nc,A,2021,74.7,Central ConnecticutConnecticut11-25,2020-11-25,200,74.6875,Connecticut,Central Connecticut,NEC,116.9,116.2,100.4,57.7,25.4,22.6,44.2,51.7,Donyell Marshall,-7.19691,0.923858,Central Connecticut,26,52,8,17,15,23,7,15,22,11,9,3,19,23,75,136.6,63.2,20.1,55.9,32.4,BE,Dan Hurley,Connecticut,38,68,10,26,16,22,19,24,43,22,9,6,15,21,102,119.4,117.4,54.8,7.19691,0.0963414
nc,A,2021,79.5,Charleston SouthernNorth Carolina St.11-25,2020-11-25,200,79.475,North Carolina St.,Charleston Southern,BSth,88.4,103.8,76.8,53.4,40.3,25.9,50,13.6,Barclay Radebaugh,-10.2764,0.85784,Charleston Southern,21,44,5,11,14,22,7,25,32,7,6,0,32,20,61,119.5,60.4,16.4,28.6,29.9,ACC,Kevin Keatts,North Carolina St.,35,67,11,23,14,20,10,20,30,15,18,3,13,21,95,107.2,92.5,84.4,10.2764,0.123643
nc,N,2021,70.1,Chicago St.Ohio11-25,2020-11-25,200,70.0875,Ohio,Chicago St.,WAC,90.8,109.4,87,38.6,20,29.4,35.1,10.5,Lance Irvin,-11.708,0.767787,Chicago St.,20,57,4,20,17,20,10,17,27,9,5,0,14,30,61,119.9,66.7,21.4,34.6,68.8,MAC,Jeff Boals,Ohio,28,48,8,19,20,33,9,24,33,15,1,3,15,18,84,102.9,106,41.4,11.708,0.0244952
nc,N,2021,65.5,ClemsonMississippi St.11-25,2020-11-25,200,65.475,Clemson,Mississippi St.,ACC,85.7,62.5,80.9,39.8,21.4,27.8,27.8,97.4,Brad Brownell,4.88518,0.796027,Clemson,19,54,5,25,10,15,10,27,37,13,5,2,14,21,53,64.1,34,29,37.2,54,SEC,Ben Howland,Mississippi St.,15,50,4,13,8,27,16,26,42,6,7,2,19,20,42,73,76.9,35.5,-4.88518,0.842031
nc,A,2021,73.1,College of CharlestonNorth Carolina11-25,2020-11-25,200,73.075,North Carolina,College of Charleston,CAA,93.8,98,82.1,46.7,20.5,20,16.7,37.7,Earl Grant,-7.48871,0.884553,College of Charleston,24,60,8,23,4,10,8,26,34,13,5,3,15,20,60,108.1,42.3,12.3,39.5,33.8,ACC,Roy Williams,North Carolina,28,71,4,18,19,24,17,32,49,12,10,9,9,16,79,98.3,85.1,83.9,7.48871,0.291598
nc,N,2021,71.3,ColoradoSouth Dakota11-25,2020-11-25,200,71.2625,Colorado,South Dakota,P12,113.3,81.7,117.9,47.9,11.2,36.4,20.5,97.7,Tad Boyle,13.6067,0.536655,Colorado,30,73,10,25,14,15,16,29,45,20,4,5,8,22,84,85.6,35.8,18.2,32.6,40,Sum,Todd Lee,South Dakota,20,60,3,20,18,24,14,28,42,9,2,7,13,16,61,94.9,103.8,26.1,-13.6067,0.929246
nc,A,2021,79.8,Delaware St.Wake Forest11-25,2020-11-25,200,79.80000000000001,Wake Forest,Delaware St.,MEAC,77.3,126.2,63.9,33,31.3,23.3,45.3,0.4,Eric Skeeters,-15.369,0.572279,Delaware St.,14,53,7,25,16,24,10,16,26,11,6,6,25,23,51,139.1,65.2,18.8,50,48.5,ACC,Steve Forbes,Wake Forest,36,66,14,31,25,32,16,33,49,21,20,3,15,21,111,110.9,85.9,95,15.369,0.0484383
nc,A,2021,64.5,DrakeKansas St.11-25,2020-11-25,200,64.525,Drake,Kansas St.,MVC,128.5,115,124,54.2,12.4,36.4,30,78.1,Darian DeVries,1.30004,0.599005,Drake,29,60,7,23,15,18,12,20,32,17,9,4,8,15,80,108.5,51.8,21.7,42.9,35.7,B12,Bruce Weber,Kansas St.,25,56,8,22,12,20,15,21,36,12,3,3,14,17,70,112.6,112.3,50.8,-1.30004,0.711076
nc,A,2021,70.4,Eastern IllinoisWisconsin11-25,2020-11-25,200,70.45,Wisconsin,Eastern Illinois,OVC,101.9,102.6,95.1,39.4,15.6,31,22.7,48.1,Jay Spoonhour,-13.5695,0.931171,Eastern Illinois,23,66,6,19,15,15,13,27,40,8,4,4,11,20,67,109.3,48.2,9.9,22.9,50.9,B10,Greg Gard,Wisconsin,24,57,7,23,22,29,8,29,37,16,6,10,7,15,77,106.3,97.5,73,13.5695,0.156325
nc,N,2021,76.5,Eastern KentuckyNorth Florida11-25,2020-11-25,200,76.5,Eastern Kentucky,North Florida,OVC,94.7,88.5,104.6,38.4,13.1,43.6,25.6,68.5,A.W. Hamilton,8.71284,0.202597,Eastern Kentucky,29,82,5,28,17,21,24,26,50,15,16,6,10,19,80,87.6,48.1,27.5,25.7,35.2,ASun,Matthew Driscoll,North Florida,21,54,10,28,15,19,9,31,40,9,4,3,21,17,67,87.1,105.7,9.7,-8.71284,0.480187
nc,A,2021,71.6,Eastern MichiganMichigan St.11-25,2020-11-25,200,71.6,Michigan St.,Eastern Michigan,MAC,101.2,110.5,93.6,43.8,12.6,25.6,25,26.6,Rob Murphy,-10.829,0.830963,Eastern Michigan,26,64,4,21,11,16,10,19,29,14,8,3,9,20,67,115.9,65.5,25.1,29.6,29.1,B10,Tom Izzo,Michigan St.,30,55,12,28,11,16,8,29,37,27,2,5,18,15,83,108.3,96.6,78.8,10.829,0.215066
nc,A,2021,63.8,EvansvilleLouisville11-25,2020-11-25,200,63.787499999999994,Louisville,Evansville,MVC,80.4,112.7,69,36.2,15.7,7.5,44.7,2,Todd Lickliter,-13.9667,0.818831,Evansville,14,47,6,26,10,21,3,15,18,6,3,0,10,16,44,123.8,64.2,18.8,37.5,30.2,ACC,Chris Mack,Louisville,31,53,6,16,11,16,9,37,46,19,2,3,12,20,79,108.9,72.5,99.1,13.9667,0.32856
nc,A,2021,72.1,FairfieldProvidence11-25,2020-11-25,200,72.0875,Providence,Fairfield,MAAC,94.3,117.7,77.7,39.2,20.8,20.6,47.1,7.3,Jay Young,-9.86883,0.832856,Fairfield,19,51,2,15,16,24,7,23,30,6,3,2,15,22,56,134.6,53.6,9.7,42.5,41.4,BE,Ed Cooley,Providence,34,70,7,16,22,29,17,27,44,21,7,3,7,23,97,119.4,93.8,94.1,9.86883,0.201456
nc,A,2021,73.5,Fairleigh DickinsonQuinnipiac11-25,2020-11-25,200,73.525,Quinnipiac,Fairleigh Dickinson,NEC,96,121.6,89.8,41.3,20.4,36.6,34.9,6.2,Greg Herenda,-5.53916,0.329775,Fairleigh Dickinson,25,63,2,13,14,22,15,18,33,11,7,6,15,17,66,114.2,56.3,21.8,41.9,25.4,MAAC,Baker Dunleavy,Quinnipiac,31,63,9,24,13,16,13,26,39,18,7,6,16,24,84,100.7,94.6,67.2,5.53916,0.214923
nc,A,2021,68.8,Florida A&MFlorida Gulf Coast11-25,2020-11-25,200,68.85,Florida Gulf Coast,Florida A&M,MEAC,80,103.4,81.3,52,29,21.9,18,5,Robert McCallum,-5.7303,0.23184,Florida A&M,23,50,6,19,4,9,7,17,24,8,9,4,20,14,56,94.4,62.7,33.4,22.7,5.9,ASun,Michael Fly,Florida Gulf Coast,29,51,6,21,1,3,5,25,30,16,9,2,23,17,65,93.7,93.4,50.8,5.7303,0.151656
nc,A,2021,63.6,Florida AtlanticSouth Alabama11-25,2020-11-25,200,63.625,South Alabama,Florida Atlantic,CUSA,96.1,109,103.7,48.4,18.9,34.1,16.4,19,Dusty May,-5.91333,0.405393,Florida Atlantic,23,61,13,36,7,10,14,17,31,13,10,3,12,18,66,106.9,65.9,26.7,19,48.8,SB,Richie Riley,South Alabama,23,41,8,15,14,20,4,27,31,7,8,2,17,11,68,110.1,101.2,72.5,5.91333,0.475565
nc,A,2021,69.1,George WashingtonNavy11-25,2020-11-25,200,69.1,Navy,George Washington,A10,100.9,112.8,102.7,55.9,23.2,25,45.1,21.7,Jamion Christian,-8.31603,0.589223,George Washington,24,51,9,28,14,23,8,26,34,14,3,4,16,13,71,112.9,55.4,13,27.8,13.8,Pat,Ed DeChellis,Navy,31,65,10,24,6,9,10,24,34,26,6,2,9,14,78,110.2,102.4,70,8.31603,0.310828
nc,A,2021,75.4,Georgia St.Georgia Tech11-25,2020-11-25,300,113.0375,Georgia St.,Georgia Tech,SB,116.7,94.4,108.8,53.7,17.7,37.3,40,92,Rob Lanier,2.07447,0.894696,Georgia St.,46,95,10,30,21,38,22,36,58,16,8,9,20,36,123,106.2,40.3,19.5,47.8,60.2,ACC,Josh Pastner,Georgia Tech,36,98,7,33,41,59,33,37,70,12,12,4,22,28,120,102.6,106,40.9,-2.07447,0.484598
nc,A,2021,69.7,Grambling St.Grand Canyon11-25,2020-11-25,200,69.73750000000001,Grand Canyon,Grambling St.,SWAC,81.2,95.4,76,35.8,12.9,20.5,31.7,13.5,Donte Jackson,-8.9662,0.738029,Grambling St.,21,60,1,10,10,19,9,23,32,5,10,6,9,15,53,98.9,44.3,20.1,39.5,36.1,WAC,Bryce Drew,Grand Canyon,24,61,6,22,15,22,15,35,50,16,6,3,14,17,69,93.5,85,74.8,8.9662,0.141198
nc,A,2021,89.1,Green BayMinnesota11-25,2020-11-25,200,89.1125,Minnesota,Green Bay,Horz,82.6,105.3,77.4,38.6,25.8,23.8,31.8,5.7,Will Ryan,-19.1146,0.810061,Green Bay,24,66,3,16,18,21,10,31,41,11,7,1,23,25,69,111.1,47.5,14.6,35.4,38,B10,Richard Pitino,Minnesota,34,79,7,34,24,30,17,32,49,17,13,4,13,21,99,103.2,77.8,96.2,19.1146,0.267594
nc,A,2021,67.9,High PointDavidson11-25,2020-11-25,200,67.9375,Davidson,High Point,BSth,110.3,107.1,107.5,54.3,14.7,18.2,22.4,58.4,Tubby Smith,-2.84557,0.78929,High Point,27,58,9,17,10,13,6,21,27,9,2,2,10,17,73,120.7,61.9,17.7,30,20.3,A10,Bob McKillop,Davidson,31,59,11,28,9,12,9,27,36,21,3,5,12,15,82,113.1,116.8,41,2.84557,0.206441
nc,A,2021,64.2,Houston BaptistTCU11-25,2020-11-25,200,64.25,TCU,Houston Baptist,Slnd,70.8,105.2,70,34.8,20.2,20.5,12.5,1,Ron Cottrell,-16.3054,0.663209,Houston Baptist,18,56,3,13,6,7,8,23,31,11,4,2,13,9,45,107.4,51.6,15.6,36.1,21.3,B12,Jamie Dixon,TCU,28,61,7,26,6,13,13,31,44,15,8,7,10,14,69,97.7,77.9,93.1,16.3054,0.0675806
nc,A,2021,65.1,Idaho St.Santa Clara11-25,2020-11-25,200,65.125,Santa Clara,Idaho St.,BSky,78.6,94.9,75.2,42.9,30.7,27.8,24.5,10.2,Ryan Looney,-7.6995,0.617992,Idaho St.,17,49,8,22,7,12,10,26,36,11,2,1,20,23,49,95.2,46.4,15.4,25.7,32.1,WCC,Herb Sendek,Santa Clara,24,56,4,12,10,18,9,26,35,10,11,4,10,17,62,95.1,83.9,80.9,7.6995,0.228386
nc,A,2021,65.2,Illinois ChicagoNorthern Illinois11-25,2020-11-25,200,65.17500000000001,Illinois Chicago,Northern Illinois,Horz,87.8,105.4,99.7,49.2,13.8,21.6,15,10.8,Luke Yaklich,-9.96042,0.165137,Illinois Chicago,24,60,11,33,6,9,8,25,33,16,4,1,9,13,65,93.6,43,18.4,32.4,29.8,MAC,Lamar Chapman,Northern Illinois,23,57,3,10,12,17,12,29,41,8,4,2,12,13,61,95.2,104.6,25.4,9.96042,0.172382
nc,A,2021,75.6,Illinois St.Ohio St.11-25,2020-11-25,200,75.5625,Ohio St.,Illinois St.,MVC,92.6,105.7,88.7,46.5,21.2,21.6,33.3,18,Dan Muller,-18.6076,0.934361,Illinois St.,22,57,9,20,14,19,8,25,33,12,2,5,16,26,67,124.4,53.1,13.2,35.9,56.2,B10,Chris Holtmann,Ohio St.,31,64,6,18,26,36,14,29,43,17,8,3,10,16,94,123.1,91.7,96.7,18.6076,0.311918
nc,A,2021,76.8,Jacksonville St.Alabama11-25,2020-11-25,200,76.7875,Alabama,Jacksonville St.,OVC,89.3,92.2,74.2,34.1,26,36.4,24.6,40.8,Ray Harper,-8.74562,0.940517,Jacksonville St.,19,69,9,32,10,17,20,29,49,10,5,2,20,20,57,105.5,43.5,13,40.8,26,SEC,Nate Oats,Alabama,30,77,7,31,14,20,20,35,55,11,8,3,10,17,81,99.4,76.6,95.2,8.74562,0.465903
nc,A,2021,72.2,LamarHouston11-25,2020-11-25,200,72.2125,Houston,Lamar,Slnd,80.2,97.4,62.3,31,30.5,25,44,9.7,Tic Price,-12.9952,0.963479,Lamar,15,50,1,13,14,22,10,24,34,8,3,0,22,19,45,123.2,50.7,12.5,44.2,29.2,Amer,Kelvin Sampson,Houston,30,72,13,33,16,21,19,30,49,16,11,8,9,18,89,109.7,78,98.1,12.9952,0.17016
nc,N,2021,67.4,LibertyPurdue11-25,2020-11-25,200,67.4125,Purdue,Liberty,ASun,103.9,102.9,94.9,51,19.3,21.9,30.8,52.7,Ritchie McKay,-6.43302,0.88216,Liberty,21,52,11,32,11,16,7,17,24,15,6,1,13,14,64,114.2,67,23.7,22.7,20.8,B10,Matt Painter,Purdue,31,53,9,18,6,11,5,25,30,20,5,2,16,18,77,114.4,89.8,94.2,6.43302,0.706255
nc,N,2021,69.8,Little RockPrairie View A&M11-25,2020-11-25,200,69.8375,Little Rock,Prairie View A&M,SB,101.3,102.4,101.7,47.1,27.2,48.5,56.9,47,Darrell Walker,1.55556,0.324736,Little Rock,22,51,4,17,23,29,16,19,35,7,13,4,19,11,71,94.5,56.4,34.4,32.1,7.3,SWAC,Byron Smith,Prairie View A&M,27,55,8,21,4,4,9,17,26,14,12,1,24,21,66,92.2,106.1,16.7,-1.55556,0.270551
nc,A,2021,77.7,McNeese St.Nebraska11-25,2020-11-25,200,77.7125,Nebraska,McNeese St.,Slnd,86.6,122.9,70.8,44.5,34.7,30,25.5,1.7,Heath Schroyer,-15.131,0.759496,McNeese St.,21,55,7,22,6,14,12,23,35,10,3,5,27,26,55,131.3,56.9,12.9,42.5,40.3,B10,Fred Hoiberg,Nebraska,36,72,10,24,20,29,17,28,45,19,16,4,10,15,102,109.8,84.6,95.2,15.131,0.101219
nc,N,2021,73.3,MemphisSaint Mary's11-25,2020-11-25,200,73.3375,Memphis,Saint Mary's,Amer,111,79.7,99.5,48.5,13.6,25,19.4,97.8,Penny Hardaway,7.99008,0.759555,Memphis,29,67,7,16,8,13,10,31,41,10,7,7,10,18,73,76.4,34.7,17.7,20.5,33.9,WCC,Randy Bennett,Saint Mary's,20,59,1,18,15,20,8,30,38,10,2,2,13,13,56,91.4,95.8,37,-7.99008,0.89320600000000006
nc,A,2021,86.8,Mississippi Valley St.Arkansas11-25,2020-11-25,200,86.76249999999999,Arkansas,Mississippi Valley St.,SWAC,92.4,141.3,71.5,41,24.2,22.4,8.3,0.8,Lindsey Hunter,-28.6377,0.909935,Mississippi Valley St.,23,72,13,39,3,6,11,22,33,12,3,6,21,26,62,163.7,67.4,8.1,47.6,38.4,SEC,Eric Musselman,Arkansas,48,86,20,40,26,33,20,38,58,26,11,4,7,12,142,129.3,105.4,91.3,28.6377,0.00786249
nc,A,2021,73.2,Montana St.UNLV11-25,2020-11-25,200,73.1875,Montana St.,UNLV,BSky,125.6,102.2,124.3,64.8,17.8,23.1,44.4,91.5,Danny Sprinkle,11.4838,0.540256,Montana St.,30,54,10,18,21,24,6,24,30,19,6,1,13,18,91,106.6,55.5,24.6,27.3,38.2,MWC,T.J. Otzelberger,UNLV,25,55,11,25,17,21,9,20,29,18,4,1,18,24,78,100.5,131.2,4.4,-11.4838,0.296952
nc,A,2021,68.1,Morehead St.Kentucky11-25,2020-11-25,200,68.125,Kentucky,Morehead St.,OVC,77.5,107,66.1,37,29.4,29.7,32,2.4,Preston Spradlin,-15.2449,0.865356,Morehead St.,17,50,3,21,8,16,11,14,25,7,5,1,20,18,45,118.9,61,22,44,23.7,SEC,John Calipari,Kentucky,33,59,6,16,9,14,11,26,37,18,8,6,15,18,81,118.2,72.6,99.6,15.2449,0.51054
nc,A,2021,67.6,Mount St. Mary'sMorgan St.11-25,2020-11-25,200,67.55,Mount St. Mary's,Morgan St.,NEC,88.8,83.2,91.8,43.4,20.7,29.7,43.4,67.9,Don Engelstad,3.19417,0.392302,Mount St. Mary's,21,53,4,22,16,23,11,27,38,10,5,1,14,15,62,81.4,43.3,23.7,18.2,25,MEAC,Kevin Broadus,Morgan St.,21,52,3,18,10,13,6,26,32,12,3,3,16,22,55,82.4,98.5,11.3,-3.19417,0.294555
nc,N,2021,82.3,Nicholls St.UC Davis11-25,2020-11-25,200,82.3375,Nicholls St.,UC Davis,Slnd,121.3,120.1,122.7,56.2,15.8,30.6,52.3,52.8,Austin Claunch,2.8188,0.350964,Nicholls St.,32,65,9,23,28,34,11,21,32,18,11,0,13,30,101,112.9,66.3,24.3,22.2,79.6,BW,Jim Les,UC Davis,29,49,7,22,28,39,6,25,31,17,2,2,20,23,93,111.4,125.9,19.6,-2.8188,0.33579
nc,A,2021,81.2,North Carolina A&TIllinois11-25,2020-11-25,200,81.1875,Illinois,North Carolina A&T,MEAC,89.8,125.8,73.9,38.3,14.8,10.6,32.8,2,Jay Joyner,-28.7936,0.95825,North Carolina A&T,22,64,5,19,11,21,5,13,18,10,9,0,12,21,60,150.3,70,18.5,60.6,32,B10,Brad Underwood,Illinois,44,75,17,31,17,24,20,42,62,31,5,4,15,18,122,139.5,87.4,99.5,28.7936,0.163066
nc,A,2021,68.9,North Carolina CentralIowa11-25,2020-11-25,200,68.92500000000001,Iowa,North Carolina Central,MEAC,109.9,110.1,97.2,47.4,21.8,31.4,29.8,49.4,LeVelle Moton,-8.47033,0.950546,North Carolina Central,24,57,6,19,13,17,11,17,28,13,4,2,15,24,67,140.7,56.1,13.1,54.1,43.9,B10,Fran McCaffery,Iowa,32,66,10,30,23,29,20,24,44,20,9,6,9,16,97,120.9,115.9,61.9,8.47033,0.0762842
nc,N,2021,69.4,North Dakota St.Nevada11-25,2020-11-25,200,69.4125,Nevada,North Dakota St.,Sum,71.7,83.2,69.2,34.5,23.1,20.5,25.5,15.2,David Richman,-6.25437,0.687121,North Dakota St.,16,55,6,21,10,14,8,32,40,9,5,3,16,17,48,89.3,45,14.4,17.9,21.7,MWC,Steve Alford,Nevada,23,60,8,17,8,13,7,31,38,13,8,4,10,12,62,87.9,70.2,93,6.25437,0.519985
nc,A,2021,69.4,North DakotaMiami OH11-25,2020-11-25,200,69.42500000000001,Miami OH,North Dakota,Sum,95.3,112.4,96.5,45.4,24.5,35.1,44.4,13.1,Paul Sather,-8.37597,0.564979,North Dakota,21,54,7,27,18,24,13,20,33,8,3,2,17,18,67,116.7,55.3,14.4,28.6,38.6,MAC,Jack Owens,Miami OH,29,57,5,14,18,22,8,24,32,10,8,3,10,22,81,109,101.8,68.7,8.37597,0.202772
nc,N,2021,79,Northern IowaWestern Kentucky11-25,2020-11-25,200,78.975,Western Kentucky,Northern Iowa,MVC,115.3,113.1,110.2,61.9,21.5,17.1,17.5,55.6,Ben Jacobson,-2.97875,0.713638,Northern Iowa,29,63,20,39,9,11,6,24,30,16,4,1,17,21,87,117.8,50.8,11.4,29.4,47.7,CUSA,Rick Stansbury,Western Kentucky,30,65,6,20,27,31,10,29,39,14,10,3,9,16,93,116.4,110.3,64.9,2.97875,0.481509
nc,A,2021,79.9,Northwestern St.Texas Tech11-25,2020-11-25,200,79.925,Texas Tech,Northwestern St.,Slnd,86,110.6,72.6,38.5,23.8,17.8,32.8,5.3,Mike McConathy,-19.0377,0.922771,Northwestern St.,21,61,5,23,11,20,8,24,32,8,2,1,19,21,58,126.4,60,12.5,36.8,37.1,B12,Chris Beard,Texas Tech,38,70,8,20,17,26,14,37,51,22,13,2,10,14,101,112,81.5,97.5,19.0377,0.152284
nc,A,2021,76.5,OaklandXavier11-25,2020-11-25,200,76.5375,Xavier,Oakland,Horz,70.2,119.5,64,28.3,20.9,27.8,18.8,0.2,Greg Kampe,-27.6139,0.825941,Oakland,16,69,7,31,10,13,15,23,38,8,9,0,16,7,49,132,69.7,13.1,20.7,5.6,BE,Travis Steele,Xavier,43,71,13,33,2,4,6,39,45,34,9,9,10,11,101,120.7,66.9,99.9,27.6139,0.292561
nc,A,2021,76.7,Oklahoma St.UT Arlington11-25,2020-11-25,200,76.6875,Oklahoma St.,UT Arlington,B12,93.6,92.6,97.8,51.7,23.5,35,45.8,53,Mike Boynton,2.03434,0.336216,Oklahoma St.,27,59,7,25,14,27,14,40,54,13,1,0,18,17,75,88.7,41.5,6.5,14.9,25.4,SB,Chris Ogden,UT Arlington,27,71,5,26,9,18,7,26,33,12,12,0,5,21,68,98.8,91.7,70.2,-2.03434,0.840153
nc,A,2021,70.6,Old DominionMaryland11-25,2020-11-25,200,70.57499999999999,Maryland,Old Dominion,CUSA,104,108.3,94.9,42.4,15.6,31.1,24.2,38.5,Jeff Jones,-9.82542,0.891429,Old Dominion,25,66,6,33,11,16,14,24,38,8,5,1,11,21,67,120.4,55.6,12.8,29.4,28.6,B10,Mark Turgeon,Maryland,30,63,10,23,15,18,10,31,41,13,3,3,9,17,85,121.6,97.4,92.8,9.82542,0.493656
